Pokemon,Acrobatics,Acro Mod,Athletics,Athl Mod,Charm,Charm Mod,Combat,Com Mod,Command,Cmd Mod,Gen Ed,Gen Mod,Med Ed,Med Mod,Occult Ed,Occ Mod,Poke Ed,Poke Mod,Tech Ed,Tech Mod,Focus,Focus Mod,Guile,Guile Mod,Intimidate,Intim Mod,Intuition,Int Mod,Perception,Per Mod,Stealth,Slth Mod,Survival,Sur Mod
Volbeat,4,+2,3,+2,2,+0,2,+1,2,+0,1,+0,1,+0,1,+0,1,+0,1,+0,3,+1,2,+0,2,+0,2,+0,3,+1,4,+2,2,+0
Volcarona,3,-1,3,+0,2,+0,3,+0,2,+0,1,+0,1,+0,1,+0,1,+0,1,+0,3,+2,2,+0,2,+0,2,+0,4,+1,1,+2,2,+0
Voltorb,2,+1,3,+1,2,+0,1,+0,2,+0,1,+0,1,+0,1,+0,1,+0,1,+0,2,+1,2,+0,2,+0,2,+0,2,+0,3,+2,2,+0
Vullaby,2,+0,3,+0,2,+0,1,+1,2,+0,1,+0,1,+0,1,+0,1,+0,1,+0,2,+0,2,+0,2,+0,2,+0,2,+0,3,+0,2,+0
Vulpix,2,+0,3,+1,2,+0,2,+0,2,+0,1,+0,1,+0,1,+0,1,+0,1,+0,3,+1,2,+0,2,+0,2,+0,2,+1,3,+2,2,+0
Wailmer,2,+0,4,+0,2,+0,2,+0,2,+0,1,+0,1,+0,1,+0,1,+0,1,+0,3,+0,2,+0,2,+0,2,+0,2,+0,1,+0,2,+0
Wailord,2,+0,5,+0,2,+0,2,+0,2,+0,1,+0,1,+0,1,+0,1,+0,1,+0,4,+0,2,+0,2,+0,2,+0,2,+0,1,-3,2,+0
Walrein,1,+0,4,+2,2,+0,4,+0,2,+0,1,+0,1,+0,1,+0,1,+0,1,+0,4,+0,2,+0,2,+0,2,+0,2,+0,2,+0,2,+0
Wartortle,3,+2,3,+2,2,+0,3,+1,2,+0,1,+0,1,+0,1,+0,1,+0,1,+0,3,+3,2,+0,2,+0,2,+0,3,+0,3,+2,2,+0
Watchog,3,+0,3,+0,2,+0,3,+0,2,+0,1,+0,1,+0,1,+0,1,+0,1,+0,3,+0,2,+0,2,+0,2,+0,5,+0,3,+0,2,+0
Weavile,5,+1,3,+2,2,+0,4,+2,2,+0,1,+0,1,+0,1,+0,1,+0,1,+0,3,+2,2,+0,2,+0,2,+0,3,+0,5,+1,2,+0
Weedle,1,+0,3,+0,2,+0,2,+0,2,+0,1,+0,1,+0,1,+0,1,+0,1,+0,2,+0,2,+0,2,+0,2,+0,2,+0,3,+0,2,+0
Weepinbell,2,+0,3,+0,2,+0,3,+0,2,+0,1,+0,1,+0,1,+0,1,+0,1,+0,3,+0,2,+0,2,+0,2,+0,2,+0,3,+0,2,+0
Weezing,2,+0,3,+1,2,+0,2,+0,2,+0,1,+0,1,+0,1,+0,1,+0,1,+0,3,+0,2,+0,2,+0,2,+0,2,+0,1,+0,2,+0
Whimsicott,4,+1,3,+1,2,+0,2,+0,2,+0,1,+0,1,+0,1,+0,1,+0,1,+0,3,+1,2,+0,2,+0,2,+0,3,+1,5,+3,2,+0
Whirlipede,1,+0,3,+0,2,+0,2,+0,2,+0,1,+0,1,+0,1,+0,1,+0,1,+0,3,+2,2,+0,2,+0,2,+0,3,+0,3,+2,2,+0
Whiscash,2,+0,4,+0,2,+0,2,+0,2,+0,1,+0,1,+0,1,+0,1,+0,1,+0,3,+0,2,+0,2,+0,2,+0,3,+0,3,+0,2,+0
Whismur,2,+0,1,+2,2,+0,1,+0,2,+0,1,+0,1,+0,1,+0,1,+0,1,+0,2,+0,2,+0,2,+0,2,+0,2,+1,2,+1,2,+0
Wigglytuff,4,+1,3,+1,2,+0,2,+2,2,+0,1,+0,1,+0,1,+0,1,+0,1,+0,4,+3,2,+0,2,+0,2,+0,3,+2,2,+2,2,+0
Wingull,3,+0,1,+0,2,+0,1,+0,2,+0,1,+0,1,+0,1,+0,1,+0,1,+0,2,+0,2,+0,2,+0,2,+0,3,+0,3,+0,2,+0
Wobbuffet,2,+2,3,+2,2,+0,1,+0,2,+0,1,+0,1,+0,1,+0,1,+0,1,+0,5,+2,2,+0,2,+0,2,+0,4,+2,3,+2,2,+0
Woobat,3,+1,2,+1,2,+0,1,+0,2,+0,1,+0,1,+0,1,+0,1,+0,1,+0,3,+2,2,+0,2,+0,2,+0,3,+1,3,+2,2,+0
Wooper,1,+0,1,+0,2,+0,1,+0,2,+0,1,+0,1,+0,1,+0,1,+0,1,+0,2,+0,2,+0,2,+0,2,+0,2,+0,3,+0,2,+0
Wormadam P,3,-1,2,+0,2,+0,2,+0,2,+0,1,+0,1,+0,1,+0,1,+0,1,+0,3,+0,2,+0,2,+0,2,+0,4,+0,4,+0,2,+0
Wormadam (P),3,-1,2,+0,2,+0,2,+0,2,+0,1,+0,1,+0,1,+0,1,+0,1,+0,3,+0,2,+0,2,+0,2,+0,4,+0,4,+0,2,+0
Wormadam-P,3,-1,2,+0,2,+0,2,+0,2,+0,1,+0,1,+0,1,+0,1,+0,1,+0,3,+0,2,+0,2,+0,2,+0,4,+0,4,+0,2,+0
Wormadam Plant,3,-1,2,+0,2,+0,2,+0,2,+0,1,+0,1,+0,1,+0,1,+0,1,+0,3,+0,2,+0,2,+0,2,+0,4,+0,4,+0,2,+0
Wormadam (Plant),3,-1,2,+0,2,+0,2,+0,2,+0,1,+0,1,+0,1,+0,1,+0,1,+0,3,+0,2,+0,2,+0,2,+0,4,+0,4,+0,2,+0
Wormadam-Plant,3,-1,2,+0,2,+0,2,+0,2,+0,1,+0,1,+0,1,+0,1,+0,1,+0,3,+0,2,+0,2,+0,2,+0,4,+0,4,+0,2,+0
Wormadam S,3,-1,2,+0,2,+0,2,+0,2,+0,1,+0,1,+0,1,+0,1,+0,1,+0,3,+0,2,+0,2,+0,2,+0,4,+0,4,+0,2,+0
Wormadam (S),3,-1,2,+0,2,+0,2,+0,2,+0,1,+0,1,+0,1,+0,1,+0,1,+0,3,+0,2,+0,2,+0,2,+0,4,+0,4,+0,2,+0
Wormadam-S,3,-1,2,+0,2,+0,2,+0,2,+0,1,+0,1,+0,1,+0,1,+0,1,+0,3,+0,2,+0,2,+0,2,+0,4,+0,4,+0,2,+0
Wormadam Sand,3,-1,2,+0,2,+0,2,+0,2,+0,1,+0,1,+0,1,+0,1,+0,1,+0,3,+0,2,+0,2,+0,2,+0,4,+0,4,+0,2,+0
Wormadam (Sand),3,-1,2,+0,2,+0,2,+0,2,+0,1,+0,1,+0,1,+0,1,+0,1,+0,3,+0,2,+0,2,+0,2,+0,4,+0,4,+0,2,+0
Wormadam-Sand,3,-1,2,+0,2,+0,2,+0,2,+0,1,+0,1,+0,1,+0,1,+0,1,+0,3,+0,2,+0,2,+0,2,+0,4,+0,4,+0,2,+0
Wormadam T,3,-1,2,+0,2,+0,2,+0,2,+0,1,+0,1,+0,1,+0,1,+0,1,+0,3,+0,2,+0,2,+0,2,+0,4,+0,4,+0,2,+0
Wormadam (T),3,-1,2,+0,2,+0,2,+0,2,+0,1,+0,1,+0,1,+0,1,+0,1,+0,3,+0,2,+0,2,+0,2,+0,4,+0,4,+0,2,+0
Wormadam-T,3,-1,2,+0,2,+0,2,+0,2,+0,1,+0,1,+0,1,+0,1,+0,1,+0,3,+0,2,+0,2,+0,2,+0,4,+0,4,+0,2,+0
Wormadam Trash,3,-1,2,+0,2,+0,2,+0,2,+0,1,+0,1,+0,1,+0,1,+0,1,+0,3,+0,2,+0,2,+0,2,+0,4,+0,4,+0,2,+0
Wormadam (Trash),3,-1,2,+0,2,+0,2,+0,2,+0,1,+0,1,+0,1,+0,1,+0,1,+0,3,+0,2,+0,2,+0,2,+0,4,+0,4,+0,2,+0
Wormadam-Trash,3,-1,2,+0,2,+0,2,+0,2,+0,1,+0,1,+0,1,+0,1,+0,1,+0,3,+0,2,+0,2,+0,2,+0,4,+0,4,+0,2,+0
Wurmple,1,+0,3,+0,2,+0,2,+0,2,+0,1,+0,1,+0,1,+0,1,+0,1,+0,3,+0,2,+0,2,+0,2,+0,2,+0,2,+0,2,+0
Wynaut,2,+1,2,+0,2,+0,1,+0,2,+0,1,+0,1,+0,1,+0,1,+0,1,+0,4,+1,2,+0,2,+0,2,+0,2,+0,2,+1,2,+0
Xatu,2,+0,2,+0,2,+0,3,+0,2,+0,1,+0,1,+0,1,+0,1,+0,1,+0,5,+5,2,+0,2,+0,2,+0,5,+5,3,+0,2,+0
Xerneas,4,+0,5,+2,2,+0,4,+2,2,+0,1,+0,1,+0,1,+0,1,+0,1,+0,6,+2,2,+0,2,+0,2,+0,4,+0,3,+0,2,+0
Yamask,3,+0,2,+0,2,+0,2,+0,2,+0,1,+0,1,+0,1,+0,1,+0,1,+0,3,+0,2,+0,2,+0,2,+0,3,+2,3,+0,2,+0
Yanma,3,+0,2,+0,2,+0,2,+0,2,+0,1,+0,1,+0,1,+0,1,+0,1,+0,2,+0,2,+0,2,+0,2,+0,2,+1,2,-1,2,+0
Yanmega,4,+2,4,+0,2,+0,3,+2,2,+0,1,+0,1,+0,1,+0,1,+0,1,+0,3,+0,2,+0,2,+0,2,+0,4,+2,3,-2,2,+0
Yveltal,6,+2,4,+0,2,+0,5,+2,2,+0,1,+0,1,+0,1,+0,1,+0,1,+0,4,+0,2,+0,2,+0,2,+0,4,+2,3,+0,2,+0
Zangoose,3,+0,3,+1,2,+0,4,+0,2,+0,1,+0,1,+0,1,+0,1,+0,1,+0,3,+1,2,+0,2,+0,2,+0,3,+2,3,+2,2,+0
Zapdos,5,+2,4,+0,2,+0,4,+2,2,+0,1,+0,1,+0,1,+0,1,+0,1,+0,3,+0,2,+0,2,+0,2,+0,5,+0,2,+1,2,+0
Zebstrika,4,+2,6,+3,2,+0,3,+2,2,+0,1,+0,1,+0,1,+0,1,+0,1,+0,3,+0,2,+0,2,+0,2,+0,3,+0,3,+0,2,+0
Zekrom,4,+1,5,+2,2,+0,5,+0,2,+0,1,+0,1,+0,1,+0,1,+0,1,+0,3,+0,2,+0,2,+0,2,+0,3,+0,2,+0,2,+0
Zigzagoon,3,+0,1,+0,2,+0,1,+0,2,+0,1,+0,1,+0,1,+0,1,+0,1,+0,2,+0,2,+0,2,+0,2,+0,3,+0,3,+0,2,+0
Zoroark,4,+2,3,+1,2,+0,4,+0,2,+0,1,+0,1,+0,1,+0,1,+0,1,+0,3,+2,2,+0,2,+0,2,+0,3,+0,5,+4,2,+0
Zorua,3,+1,2,+0,2,+0,2,+0,2,+0,1,+0,1,+0,1,+0,1,+0,1,+0,2,+1,2,+0,2,+0,2,+0,2,+0,4,+1,2,+0
Zubat,2,+2,1,+2,2,+0,2,+0,2,+0,1,+0,1,+0,1,+0,1,+0,1,+0,2,+0,2,+0,2,+0,2,+0,1,+2,3,+0,2,+0
Zweilous,2,+0,3,+2,2,+0,4,+0,2,+0,1,+0,1,+0,1,+0,1,+0,1,+0,2,+0,2,+0,2,+0,2,+0,3,+2,2,+1,2,+0
Zygarde,3,+0,4,+2,2,+0,4,+0,2,+0,1,+0,1,+0,1,+0,1,+0,1,+0,5,+0,2,+0,2,+0,2,+0,6,+2,4,+2,2,+0
Zygarde 50%,3,+0,4,+2,2,+0,4,+0,2,+0,1,+0,1,+0,1,+0,1,+0,1,+0,5,+0,2,+0,2,+0,2,+0,6,+2,4,+2,2,+0
Zygarde-50%,3,+0,4,+2,2,+0,4,+0,2,+0,1,+0,1,+0,1,+0,1,+0,1,+0,5,+0,2,+0,2,+0,2,+0,6,+2,4,+2,2,+0
Automateon,3,+1,4,+2,2,+0,3,+2,2,+0,1,+0,1,+0,1,+0,1,+0,1,+0,5,+2,2,+0,2,+0,2,+0,3,+2,4,+2,2,+0
Aviateon,5,+2,4,+0,2,+0,3,+1,2,+0,1,+0,1,+0,1,+0,1,+0,1,+0,3,+1,2,+0,2,+0,2,+0,4,+2,3,+1,2,+0
Champeon,4,+2,5,+2,2,+0,4,+2,2,+0,1,+0,1,+0,1,+0,1,+0,1,+0,3,+2,2,+0,2,+0,2,+0,3,+0,3,+0,2,+0
Companeon,4,+0,4,+2,2,+0,3,+1,2,+0,1,+0,1,+0,1,+0,1,+0,1,+0,4,+0,2,+0,2,+0,2,+0,4,+0,3,+2,2,+0
Corroseon,3,+1,3,+0,2,+0,3,+1,2,+0,1,+0,1,+0,1,+0,1,+0,1,+0,4,+2,2,+0,2,+0,2,+0,4,+2,5,+2,2,+0
Draconeon,4,+0,5,+2,2,+0,4,+0,2,+0,1,+0,1,+0,1,+0,1,+0,1,+0,3,+2,2,+0,2,+0,2,+0,3,+2,3,+1,2,+0
Dungeon,3,+1,4,+2,2,+0,3,+1,2,+0,1,+0,1,+0,1,+0,1,+0,1,+0,4,+0,2,+0,2,+0,2,+0,4,+0,4,+2,2,+0
Illuseon,4,+0,3,+1,2,+0,3,+1,2,+0,1,+0,1,+0,1,+0,1,+0,1,+0,3,+2,2,+0,2,+0,2,+0,4,+2,5,+2,2,+0
Obsideon,3,+1,5,+2,2,+0,4,+2,2,+0,1,+0,1,+0,1,+0,1,+0,1,+0,4,+0,2,+0,2,+0,2,+0,3,+1,3,+1,2,+0
Scorpeon,4,+0,4,+2,2,+0,3,+1,2,+0,1,+0,1,+0,1,+0,1,+0,1,+0,4,+0,2,+0,2,+0,2,+0,4,+2,4,+2,2,+0
Megas,,+,,+,,+,,+,,+,,+,,+,,+,,+,,+,,+,,+,,+,,+,,+,,+,,+
Mega Venusaur,1,+0,5,+3,2,+0,4,+0,2,+0,1,+0,1,+0,1,+0,1,+0,1,+0,5,+3,2,+0,2,+0,2,+0,2,+0,1,+0,2,+0
Mega Charizard X,3,+0,5,+2,2,+0,4,+3,2,+0,1,+0,1,+0,1,+0,1,+0,1,+0,4,+0,2,+0,2,+0,2,+0,2,+0,1,+0,2,+0
Mega Charizard Y,3,+0,5,+2,2,+0,4,+3,2,+0,1,+0,1,+0,1,+0,1,+0,1,+0,4,+0,2,+0,2,+0,2,+0,2,+0,1,+0,2,+0
Mega Blastoise,1,+2,4,+2,2,+0,4,+2,2,+0,1,+0,1,+0,1,+0,1,+0,1,+0,4,+3,2,+0,2,+0,2,+0,3,+3,1,+2,2,+0
Mega Alakazam,2,+0,2,+2,2,+0,3,+0,2,+0,1,+0,1,+0,1,+0,1,+0,1,+0,6,+0,2,+0,2,+0,2,+0,4,+2,2,+0,2,+0
Mega Gengar,4,+3,2,+0,2,+0,4,+2,2,+0,1,+0,1,+0,1,+0,1,+0,1,+0,4,+2,2,+0,2,+0,2,+0,3,+0,5,+2,2,+0
Mega Kangaskhan,4,+2,4,+0,2,+0,3,+1,2,+0,1,+0,1,+0,1,+0,1,+0,1,+0,2,+2,2,+0,2,+0,2,+0,3,+0,2,+0,2,+0
Mega Pinsir,3,+1,5,+3,2,+0,5,+0,2,+0,1,+0,1,+0,1,+0,1,+0,1,+0,3,+1,2,+0,2,+0,2,+0,3,+1,3,+1,2,+0
Mega Gyarados,3,+0,6,+1,2,+0,4,+2,2,+0,1,+0,1,+0,1,+0,1,+0,1,+0,4,+0,2,+0,2,+0,2,+0,3,+0,2,+0,2,+0
Mega Aerodactyl,4,+0,5,+2,2,+0,4,+0,2,+0,1,+0,1,+0,1,+0,1,+0,1,+0,4,+3,2,+0,2,+0,2,+0,3,+1,2,+0,2,+0
Mega Mewtwo X,4,+0,4,+0,2,+0,4,+0,2,+0,1,+0,1,+0,1,+0,1,+0,1,+0,6,+6,2,+0,2,+0,2,+0,5,+6,3,+0,2,+0
Mega Mewtwo Y,4,+0,4,+0,2,+0,4,+0,2,+0,1,+0,1,+0,1,+0,1,+0,1,+0,6,+6,2,+0,2,+0,2,+0,5,+6,3,+0,2,+0
Mega Ampharos,2,+1,4,+1,2,+0,3,+2,2,+0,1,+0,1,+0,1,+0,1,+0,1,+0,4,+0,2,+0,2,+0,2,+0,2,+2,2,+0,2,+0
Mega Scizor,4,+0,5,+2,2,+0,4,+2,2,+0,1,+0,1,+0,1,+0,1,+0,1,+0,3,+2,2,+0,2,+0,2,+0,3,+0,3,-2,2,+0
Mega Heracross,4,+2,5,+3,2,+0,4,+2,2,+0,1,+0,1,+0,1,+0,1,+0,1,+0,3,+1,2,+0,2,+0,2,+0,3,+1,3,+1,2,+0
Mega Houndoom,2,+0,4,+2,2,+0,4,+0,2,+0,1,+0,1,+0,1,+0,1,+0,1,+0,3,+0,2,+0,2,+0,2,+0,3,+1,2,+1,2,+0
Mega Tyranitar,1,+0,5,+2,2,+0,5,+1,2,+0,1,+0,1,+0,1,+0,1,+0,1,+0,4,+2,2,+0,2,+0,2,+0,4,+1,2,+0,2,+0
Mega Gardevoir,2,+1,2,+0,2,+0,3,+0,2,+0,1,+0,1,+0,1,+0,1,+0,1,+0,6,+0,2,+0,2,+0,2,+0,4,+0,2,+0,2,+0
Mega Gallade,2,+2,4,+0,2,+0,5,+0,2,+0,1,+0,1,+0,1,+0,1,+0,1,+0,4,+3,2,+0,2,+0,2,+0,3,+2,2,+0,2,+0
Mega Mawile,3,+0,2,+0,2,+0,3,+2,2,+0,1,+0,1,+0,1,+0,1,+0,1,+0,3,+2,2,+0,2,+0,2,+0,2,+2,4,+2,2,+0
Mega Aggron,1,+1,6,+3,2,+0,4,+2,2,+0,1,+0,1,+0,1,+0,1,+0,1,+0,4,+2,2,+0,2,+0,2,+0,4,+1,1,+0,2,+0
Mega Medicham,3,+1,5,+2,2,+0,5,+0,2,+0,1,+0,1,+0,1,+0,1,+0,1,+0,6,+4,2,+0,2,+0,2,+0,3,+3,3,+0,2,+0
Mega Manectric,3,+1,5,+2,2,+0,3,+2,2,+0,1,+0,1,+0,1,+0,1,+0,1,+0,3,+0,2,+0,2,+0,2,+0,4,+1,4,+1,2,+0
Mega Banette,2,+2,3,+1,2,+0,4,+0,2,+0,1,+0,1,+0,1,+0,1,+0,1,+0,4,+2,2,+0,2,+0,2,+0,4,+1,5,+3,2,+0
Mega Absol,4,+0,3,+2,2,+0,4,+0,2,+0,1,+0,1,+0,1,+0,1,+0,1,+0,3,+0,2,+0,2,+0,2,+0,3,+0,4,+2,2,+0
Mega Garchomp,5,+0,5,+2,2,+0,5,+0,2,+0,1,+0,1,+0,1,+0,1,+0,1,+0,4,+2,2,+0,2,+0,2,+0,4,+1,3,+1,2,+0
Mega Lucario,4,+1,4,+2,2,+0,5,+0,2,+0,1,+0,1,+0,1,+0,1,+0,1,+0,5,+1,2,+0,2,+0,2,+0,3,+3,2,+2,2,+0
Mega Abomasnow,2,+0,4,+1,2,+0,4,+0,2,+0,1,+0,1,+0,1,+0,1,+0,1,+0,3,+0,2,+0,2,+0,2,+0,2,+0,2,+1,2,+0
Mega Beedrill,5,+3,3,+2,2,+0,4,+1,2,+0,1,+0,1,+0,1,+0,1,+0,1,+0,3,+3,2,+0,2,+0,2,+0,3,+3,3,+3,2,+0
Mega Pidgeot,4,+1,4,+2,2,+0,4,+1,2,+0,1,+0,1,+0,1,+0,1,+0,1,+0,4,+0,2,+0,2,+0,2,+0,4,+3,2,+0,2,+0
Mega Slowbro,1,,4,+1,2,+0,3,+0,2,+0,1,+0,1,+0,1,+0,1,+0,1,+0,5,+2,2,+0,2,+0,2,+0,1,+0,1,+0,2,+0
Mega Steelix,2,+0,5,+2,2,+0,3,+2,2,+0,1,+0,1,+0,1,+0,1,+0,1,+0,4,+1,2,+0,2,+0,2,+0,3,+0,1,+0,2,+0
Mega Sceptile,5,+2,4,+0,2,+0,5,+0,2,+0,1,+0,1,+0,1,+0,1,+0,1,+0,3,+0,2,+0,2,+0,2,+0,4,+0,5,+3,2,+0
Mega Blaziken,5,+3,4,+3,2,+0,5,+0,2,+0,1,+0,1,+0,1,+0,1,+0,1,+0,4,+0,2,+0,2,+0,2,+0,3,+0,3,+0,2,+0
Mega Swampert,2,+0,5,+0,2,+0,4,+0,2,+0,1,+0,1,+0,1,+0,1,+0,1,+0,4,+0,2,+0,2,+0,2,+0,3,+2,2,+0,2,+0
Mega Sableye,3,+0,2,+0,2,+0,3,+0,2,+0,1,+0,1,+0,1,+0,1,+0,1,+0,2,+0,2,+0,2,+0,2,+0,4,+2,4,+0,2,+0
Mega Sharpedo,3,+2,4,+2,2,+0,4,+2,2,+0,1,+0,1,+0,1,+0,1,+0,1,+0,3,+0,2,+0,2,+0,2,+0,2,+0,3,+0,2,+0
Mega Camerupt,1,+0,4,+2,2,+0,3,+0,2,+0,1,+0,1,+0,1,+0,1,+0,1,+0,3,+2,2,+0,2,+0,2,+0,4,+2,1,+0,2,+0
Mega Altaria,5,+3,4,+2,2,+0,1,+0,2,+0,1,+0,1,+0,1,+0,1,+0,1,+0,3,+1,2,+0,2,+0,2,+0,4,+1,2,+1,2,+0
Mega Glalie,3,+1,3,+0,2,+0,1,+0,2,+0,1,+0,1,+0,1,+0,1,+0,1,+0,3,+1,2,+0,2,+0,2,+0,3,+0,2,+0,2,+0
Mega Salamence,3,+0,5,+2,2,+0,4,+2,2,+0,1,+0,1,+0,1,+0,1,+0,1,+0,4,+3,2,+0,2,+0,2,+0,3,+1,1,+0,2,+0
Mega Metagross,2,+0,5,+3,2,+0,5,+0,2,+0,1,+0,1,+0,1,+0,1,+0,1,+0,6,+3,2,+0,2,+0,2,+0,4,+2,2,+0,2,+0
Mega Latias,6,+3,3,+0,2,+0,3,+0,2,+0,1,+0,1,+0,1,+0,1,+0,1,+0,6,+3,2,+0,2,+0,2,+0,4,+0,5,+3,2,+0
Mega Latios,6,+3,3,+0,2,+0,3,+0,2,+0,1,+0,1,+0,1,+0,1,+0,1,+0,6,+3,2,+0,2,+0,2,+0,4,+0,5,+3,2,+0
Mega Rayquaza,6,+2,4,+0,2,+0,5,+0,2,+0,1,+0,1,+0,1,+0,1,+0,1,+0,4,+0,2,+0,2,+0,2,+0,4,+0,2,+0,2,+0
Mega Lopunny,3,+0,4,+0,2,+0,3,+2,2,+0,1,+0,1,+0,1,+0,1,+0,1,+0,3,+0,2,+0,2,+0,2,+0,4,+0,2,+0,2,+0
Mega Audino,2,+0,2,+1,2,+0,1,+0,2,+0,1,+0,1,+0,1,+0,1,+0,1,+0,4,+0,2,+0,2,+0,2,+0,3,+1,3,+0,2,+0
Mega Diancie,4,+0,4,+0,2,+0,3,+0,2,+0,1,+0,1,+0,1,+0,1,+0,1,+0,5,+2,2,+0,2,+0,2,+0,5,+0,1,+0,2,+0
Primal Groudon,3,+0,5,+2,2,+0,5,+0,2,+0,1,+0,1,+0,1,+0,1,+0,1,+0,3,+2,2,+0,2,+0,2,+0,4,+0,2,+0,2,+0
Primal Kyogre,4,+0,4,+2,2,+0,5,+0,2,+0,1,+0,1,+0,1,+0,1,+0,1,+0,4,+0,2,+0,2,+0,2,+0,3,+2,2,+0,2,+0
Alola,,+,,+,,+,,+,,+,,+,,+,,+,,+,,+,,+,,+,,+,,+,,+,,+,,+
Alolan Rattata,3,+0,1,+0,2,+0,2,+0,2,+0,1,+0,1,+0,1,+0,1,+0,1,+0,2,+0,2,+0,2,+0,2,+0,3,+2,4,+0,2,+0
Rattata Alolan,3,+0,1,+0,2,+0,2,+0,2,+0,1,+0,1,+0,1,+0,1,+0,1,+0,2,+0,2,+0,2,+0,2,+0,3,+2,4,+0,2,+0
Rattata (Alola),3,+0,1,+0,2,+0,2,+0,2,+0,1,+0,1,+0,1,+0,1,+0,1,+0,2,+0,2,+0,2,+0,2,+0,3,+2,4,+0,2,+0
Rattata (A),3,+0,1,+0,2,+0,2,+0,2,+0,1,+0,1,+0,1,+0,1,+0,1,+0,2,+0,2,+0,2,+0,2,+0,3,+2,4,+0,2,+0
Alolan Raticate,3,+0,3,+0,2,+0,3,+2,2,+0,1,+0,1,+0,1,+0,1,+0,1,+0,5,+0,2,+0,2,+0,2,+0,5,+0,4,+0,2,+0
Raticate Alolan,3,+0,3,+0,2,+0,3,+2,2,+0,1,+0,1,+0,1,+0,1,+0,1,+0,5,+0,2,+0,2,+0,2,+0,5,+0,4,+0,2,+0
Raticate (Alola),3,+0,3,+0,2,+0,3,+2,2,+0,1,+0,1,+0,1,+0,1,+0,1,+0,5,+0,2,+0,2,+0,2,+0,5,+0,4,+0,2,+0
Raticate (A),3,+0,3,+0,2,+0,3,+2,2,+0,1,+0,1,+0,1,+0,1,+0,1,+0,5,+0,2,+0,2,+0,2,+0,5,+0,4,+0,2,+0
Raichu Alolan,3,+1,3,+1,2,+0,4,+2,2,+0,1,+0,1,+0,1,+0,1,+0,1,+0,4,+3,2,+0,2,+0,2,+0,2,+1,4,+2,2,+0
Sandshrew Alolan,2,+0,3,+0,2,+0,2,+0,2,+0,1,+0,1,+0,1,+0,1,+0,1,+0,2,+1,2,+0,2,+0,2,+0,2,+1,3,+1,2,+0
Sandslash Alolan,3,+0,4,+1,2,+0,4,+1,2,+0,1,+0,1,+0,1,+0,1,+0,1,+0,3,+1,2,+0,2,+0,2,+0,3,+1,4,+1,2,+0
Vulpix Alolan,2,+0,3,+2,2,+0,2,+0,2,+0,1,+0,1,+0,1,+0,1,+0,1,+0,3,+1,2,+0,2,+0,2,+0,2,+1,3,+2,2,+0
Ninetales Alolan,3,+2,4,+2,2,+0,3,+2,2,+0,1,+0,1,+0,1,+0,1,+0,1,+0,5,+2,2,+0,2,+0,2,+0,4,+2,4,+3,2,+0
Diglett Alolan,2,+0,2,+0,2,+0,2,+0,2,+0,1,+0,1,+0,1,+0,1,+0,1,+0,3,+1,2,+0,2,+0,2,+0,3,+1,3,+2,2,+0
Dugtrio Alolan,3,+0,3,+0,2,+0,2,+0,2,+0,1,+0,1,+0,1,+0,1,+0,1,+0,4,+1,2,+0,2,+0,2,+0,4,+1,5,+2,2,+0
Meowth Alolan,3,+0,1,+0,2,+0,2,+0,2,+0,1,+0,1,+0,1,+0,1,+0,1,+0,3,+0,2,+0,2,+0,2,+0,4,+0,4,+0,2,+0
Persian Alolan,4,+0,3,+0,2,+0,4,+0,2,+0,1,+0,1,+0,1,+0,1,+0,1,+0,4,+0,2,+0,2,+0,2,+0,3,+0,4,+0,2,+0
Geodude Alolan,2,+0,3,+2,2,+0,2,+2,2,+0,1,+0,1,+0,1,+0,1,+0,1,+0,3,+1,2,+0,2,+0,2,+0,2,+0,2,+0,2,+0
Graveler Alolan,2,+0,4,+2,2,+0,3,+2,2,+0,1,+0,1,+0,1,+0,1,+0,1,+0,4,+1,2,+0,2,+0,2,+0,3,+0,4,+0,2,+0
Golem Alolan,2,+0,5,+4,2,+0,4,+2,2,+0,1,+0,1,+0,1,+0,1,+0,1,+0,4,+1,2,+0,2,+0,2,+0,3,+2,2,+0,2,+0
Grimer Alolan,1,+0,2,+1,2,+0,2,+0,2,+0,1,+0,1,+0,1,+0,1,+0,1,+0,2,+0,2,+0,2,+0,2,+0,2,+0,3,+1,2,+0
Muk Alolan,1,+0,4,+1,2,+0,3,+0,2,+0,1,+0,1,+0,1,+0,1,+0,1,+0,3,+2,2,+0,2,+0,2,+0,2,+0,2,+0,2,+0
Exeggutor Alolan,1,+0,3,+2,2,+0,3,+0,2,+0,1,+0,1,+0,1,+0,1,+0,1,+0,5,+2,2,+0,2,+0,2,+0,5,+2,3,+3,2,+0
Marowak Alolan,4,+0,3,+0,2,+0,4,+0,2,+0,1,+0,1,+0,1,+0,1,+0,1,+0,4,+2,2,+0,2,+0,2,+0,3,+1,4,+1,2,+0
Rowlet,2,+0,2,+0,2,+0,3,+0,2,+0,1,+0,1,+0,1,+0,1,+0,1,+0,2,+0,2,+0,2,+0,2,+0,3,+0,3,+1,2,+0
Dartrix,3,+0,2,+0,2,+0,3,+0,2,+0,1,+0,1,+0,1,+0,1,+0,1,+0,3,+0,2,+0,2,+0,2,+0,4,+2,4,+1,2,+0
